	text	inappropriate	human_labeled	offline_crime	online_crime	drugs	gambling	pornography	prostitution	slavery	suicide	terrorism	weapons	body_shaming	health_shaming	politics	racism	religion	sexual_minorities	sexism	social_injustice	none	toxic_new
7884	Почему после тренировки в зале одна сторона тела болит больше, и такое ощущение что забита больше? Это норма?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.1334118992090225
7885	Возможно сервер кривой.Возможно кэш браузера зас ранВозможно интернет тупит....возможно....Смотрите, какой ответ сервер выдает	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.025271188467741
7886	По закону нет, это чужая собственность.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0028920371551066
7887	в облако почтыиз соц сетей фотки удалят - если год туда не заходишь	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027565015479922
7888	Почему у сотрудника с кодом вычета по ндфл ,, не удерживается ндфл с больничного за счет фсс?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0028680802788585
7889	Ну и ладно, главное теплый и мягкий :3	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0010497415205463
7890	А не построить ли нам Храм для повышения духовности ?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0287890434265136
7891	Игры не на защищённом от записи разделе.Осло, почему vvvvvv не потёрли?	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1003305912017822
7892	"Н. Галь ""Слово живое и мертвое"". Ю. Вольф ""Школа литературного мастерства"""	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2172082662582396
7893	Какие интим вопросы можно / нужно задавать дядьке на свидании?	0.24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2900607585906982
7894	недавно бомбануло с какой то ситуации высказал все это родакам,а они и не отрицали  Аналогично, батя вконце еще добавил, что я был не желанный ребенок.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2560456097126007
7895	при знакомстве, если тебе женщина говорит, что ничего не хочет от мужчин, ты уйдешь?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0094795729964971
7896	Я ставлю на  Здесь есть каждый день новые прогнозы на хоккей. Минусы бывают, но не следует слепо ставить на все подряд, нужно все таки и самому разбираться хотя бы немного. А так проходимость неплохая	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013468591496348
7897	После переустановки wdws интернет стал медленно работать. Как исправить?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0358988679945468
7898	Какой смысл в украинском языке для носителей? не вижу вообще резона.	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.2675874233245849
7899	Изучайте Дзэн-буддизм и/или восточные искусства боя. Их ментальная дисциплина имеет важные черты, сходные с хакерской.	0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1020248085260391
7900	зарплата для нелегала в сша 6$ в час для уборщика в портленде	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0004717918345704
7901	Опасна ещё как. С таким делам не шутят. На ваш вопрос может ответить только врач. Может например, заблокировать нерв в позвоночном столбе и откажут ноги. Или функции легких.Как вам такая перспектива. А вы на маил с таким вопросом.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0659764930605888
7902	Bt, --s…По делу есть что сказать?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2850209474563598
7903	С АДами поосторожней. Особенно если без корректора употребляешь.	0.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5118111371994019
7904	в этом треде, например, я поделился, как зарабатываюТкни в пост	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2621951401233673
7905	как у всех. лет в 13-15	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0003804078442044
7906	Больше фото СТРАННЫХ НИИ в этот тред!	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.445987343788147
7907	Девочки у меня обычный татуаж покраснел, прошло 3 года.. могу ли я сейчас сделать брови в технике напыление?	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0538805089890956
7908	Не знаю что теперь делать, не играю на ставках, потому что нет денег, нет дохода, занять не у кого. Но понимаю что если б были деньги я снова бы пошёл ставить.	0.53	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010018611792474
7909	зачем талию-то расширять?? Это некрасиво. Лучше спину расширяй. Для этого надо больше подтягиваться.	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.3140763640403748
7910	При правке t.tx s вылетает. Краем уха услышал, что его запаковать надо. Как? В какой по счету .d архив его паковать?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1153173670172691
7911	Я люблю нерафинированное .оно полезнее .	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0347033143043518
7912	Как будто правые не мусорМожно, пили почту/фейк	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2788280546665192
7913	Есть можно, бегать нужно. 3 км внатяг до пота один раз в день и до 7 кг снести можно.. Да.. Но для этого надо себя ЗАСТАВИТЬ для начала. И БЕГАТЬ до ПОТА.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0029798396863043
7914	Попробуйте загрузить на флешку с другого компьютера утилиту D.W Ct и с флешки установить и проверить, и еще Mwyts	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0667665228247642
7915	Подскажите игры типо раста для андроид. Кроме st dy, g s.	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112204439938068
7916	Какие модные причёски пойдут на круглую голову?	0.0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5774630308151245
7917	Почему этот человек избегает общения? Света 10. Игорь 22.10.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.414881557226181
7918	А мы с тобой хиккуем..Оборонительный военный союз с Идолами.	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.5511036515235901
7919	ЦитатаЯ говорю, что решение о суициде, это внутреннее нежелание человека искать другой выход, а значит, плаксивость.	0.27	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.1178345531225204
7920	Какой косметолог лучше всего делает ручную чистку лица в Институте Красоты в Киеве?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.2935780882835388
7921	могут быть прыщи, могут замечание сделать, кто сильно глазастый, а так ничего такого страшного не случится. можно купить карбамидную маску, она пузырится, шипит и удаляет загрязнения из пор.	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0016351491212844
7922	Как уговорить родителей переехать в другой город?!	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0112196076661348
7923	Поменяю ключ на кс го обмен на кс 1.6,выпал ключ от кс го а комп слабый так что обменяю на кс 1.6!	0.12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030031690839678
7924	Как вытащить и вставить воздушный фильтр на мопеде Альфаtts://	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0435939952731132
7925	И ещё вот. Если кто-то думает, что прям вот сейчас пойдём на 60, а там и на , санкции скоро снимут, доллар по 30 и т.п.	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.0015507427742704
7926	Волосы быстро жирнеют, да, но я их мою, прыщи на спине.	0.0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.4165372550487518
7927	 гривен в месяц гривен в деньУ тебя студенты что, совсем без выходных работают?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.1602395921945572
7928	как попасть на прием к врачу в москве если регистрация в другой области?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.000352741946699
7929	Проще паренной репы, да маску поставь и потом кисточкой крась в любой цвет. нет, это долго объяснять. Посмотри лучше уроки, не знаю виноградова еще где то есть нет, карташа можешь глянуть	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.3245610594749451
7930	Если бы я был попом в деревянной церкви на переднем плане, я бы всё время творил всякие каверзы попу в белокаменной, наверху и собирал бы дьяконов, чтобы они мне придумывали человеческий маркетинг моей церкви.	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.3967689275741577
7931	Все пал-игры выглядят четче, разрешение более высокое. Зато на ts частота кадров вышен. Два стула, как говорится.	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0066374894231557
7932	Начал раньше ложиться спать и меньше есть. Потом стал сильно уставать.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0348594635725021
7933	Эээ, уже же запретиили все снятое после ? Что еще заперщать?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0215996168553829
